TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-02-14,2025-02-14,FO,NSE,IDO,64698,,NIFTY,,2025-09-25,2025-09-25,27000.0,CE,NIFTY25SEP27000CE,0.0,0.0,0.0,2279.95,0.0,2279.95,22929.25,150.3,0,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,57708,,NIFTY,,2025-02-27,2025-02-27,26400.0,CE,NIFTY25FEB26400CE,2.25,2.4,1.85,2.15,2.2,2.2,22929.25,2.15,33375,2550,636,1259382993.75,294,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,68417,,NIFTY,,2025-03-06,2025-03-06,22000.0,CE,NIFTY2530622000CE,1214.0,1214.0,1214.0,1214.0,1214.0,1471.35,22929.25,1031.75,75,75,1,1741050.0,1,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,68458,,NIFTY,,2025-03-06,2025-03-06,22800.0,CE,NIFTY2530622800CE,594.15,594.15,364.1,440.35,429.0,517.4,22929.25,440.35,15600,10350,877,1527942262.5,676,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,68594,,NIFTY,,2025-03-06,2025-03-06,24000.0,CE,NIFTY2530624000CE,53.5,56.55,31.8,36.4,38.85,49.2,22929.25,36.4,267000,140700,8671,15632970281.25,5313,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,68610,,NIFTY,,2025-03-06,2025-03-06,24300.0,CE,NIFTY2530624300CE,24.2,24.5,15.5,17.75,17.0,24.2,22929.25,17.75,21525,2475,447,815284886.25,201,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,68616,,NIFTY,,2025-03-06,2025-03-06,24450.0,CE,NIFTY2530624450CE,16.9,16.9,12.6,13.05,13.05,17.05,22929.25,13.05,1350,450,60,110090066.25,27,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,68635,,NIFTY,,2025-03-06,2025-03-06,24850.0,CE,NIFTY2530624850CE,7.6,7.6,6.55,6.7,6.7,11.4,22929.25,1.8,1875,0,4,7457066.25,3,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79748,,NIFTY,,2025-04-24,2025-04-24,25450.0,CE,NIFTY25APR25450CE,0.0,0.0,0.0,48.75,48.75,48.75,22929.25,34.6,375,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79733,,NIFTY,,2025-04-24,2025-04-24,25200.0,CE,NIFTY25APR25200CE,58.0,58.0,44.0,47.3,47.2,58.0,22929.25,47.3,6525,0,31,58697370.0,14,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79690,,NIFTY,,2025-04-24,2025-04-24,24950.0,CE,NIFTY25APR24950CE,0.0,0.0,0.0,74.75,74.75,74.75,22929.25,72.45,525,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79676,,NIFTY,,2025-04-24,2025-04-24,24850.0,CE,NIFTY25APR24850CE,0.0,0.0,0.0,290.95,0.0,290.95,22929.25,83.25,0,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79632,,NIFTY,,2025-04-24,2025-04-24,24300.0,CE,NIFTY25APR24300CE,200.5,200.5,146.9,167.1,162.85,197.1,22929.25,167.1,14175,8400,304,557691570.0,87,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79547,,NIFTY,,2025-04-24,2025-04-24,24100.0,CE,NIFTY25APR24100CE,257.3,257.3,190.75,215.7,209.8,243.9,22929.25,215.7,5700,2175,129,235135057.5,41,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79511,,NIFTY,,2025-04-24,2025-04-24,23750.0,CE,NIFTY25APR23750CE,0.0,0.0,0.0,415.0,415.0,415.0,22929.25,316.15,750,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79446,,NIFTY,,2025-04-24,2025-04-24,23350.0,CE,NIFTY25APR23350CE,0.0,0.0,0.0,866.8,0.0,866.8,22929.25,470.95,0,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79428,,NIFTY,,2025-04-24,2025-04-24,23000.0,CE,NIFTY25APR23000CE,813.0,823.55,629.15,697.85,685.35,770.65,22929.25,697.85,108900,13050,1351,2400761842.5,914,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,79279,,NIFTY,,2025-04-24,2025-04-24,21950.0,CE,NIFTY25APR21950CE,0.0,0.0,0.0,1821.0,0.0,1821.0,22929.25,1364.95,0,0,0,0.0,0,F1,75,,,,,
2025-02-14,2025-02-14,FO,NSE,IDO,45408,,NIFTY,,2025-03-13,2025-03-13,21350.0,CE,NIFTY2531321350CE,0.0,0.0,0.0,2408.4,0.0,2408.4,22929.25,1687.1,0,0,0,0.0,0,F1,75,,,,,
