TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-02-13,2025-02-13,FO,NSE,IDO,79446,,NIFTY,,2025-04-24,2025-04-24,23350.0,CE,NIFTY25APR23350CE,0.0,0.0,0.0,866.8,0.0,866.8,23031.4,527.45,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79511,,NIFTY,,2025-04-24,2025-04-24,23750.0,CE,NIFTY25APR23750CE,435.0,435.0,415.0,415.0,415.0,391.55,23031.4,360.45,750,0,2,3626250.0,2,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79547,,NIFTY,,2025-04-24,2025-04-24,24100.0,CE,NIFTY25APR24100CE,287.75,299.0,243.9,243.9,243.9,275.95,23031.4,243.9,3525,450,15,27433185.0,11,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79632,,NIFTY,,2025-04-24,2025-04-24,24300.0,CE,NIFTY25APR24300CE,206.0,239.0,195.0,197.1,195.0,206.1,23031.4,197.1,5775,2775,84,154510406.25,38,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79676,,NIFTY,,2025-04-24,2025-04-24,24850.0,CE,NIFTY25APR24850CE,0.0,0.0,0.0,290.95,0.0,290.95,23031.4,100.5,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79690,,NIFTY,,2025-04-24,2025-04-24,24950.0,CE,NIFTY25APR24950CE,0.0,0.0,0.0,74.75,74.75,74.75,23031.4,87.95,525,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79733,,NIFTY,,2025-04-24,2025-04-24,25200.0,CE,NIFTY25APR25200CE,65.0,68.95,57.45,58.0,58.0,61.5,23031.4,58.0,6525,2025,31,58729691.25,8,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79748,,NIFTY,,2025-04-24,2025-04-24,25450.0,CE,NIFTY25APR25450CE,48.75,48.75,48.75,48.75,48.75,44.7,23031.4,43.25,375,0,1,1912406.25,1,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,64698,,NIFTY,,2025-09-25,2025-09-25,27000.0,CE,NIFTY25SEP27000CE,0.0,0.0,0.0,2279.95,0.0,2279.95,23031.4,166.8,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,58622,,NIFTY,,2025-12-24,2025-12-24,22000.0,CE,NIFTY25DEC22000CE,2689.9,2771.15,2611.8,2623.5,2611.8,2659.0,23031.4,2623.5,133900,1275,52,96408337.5,52,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,71395,,NIFTY,,2025-12-24,2025-12-24,25000.0,CE,NIFTY25DEC25000CE,950.05,970.25,888.5,892.65,892.0,918.05,23031.4,892.65,179725,-400,301,585410850.0,260,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,58626,,NIFTY,,2026-06-25,2026-06-25,22000.0,CE,NIFTY26JUN22000CE,0.0,0.0,0.0,2722.55,0.0,2722.55,23031.4,3262.9,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,37799,,NIFTY,,2026-06-25,2026-06-25,23000.0,CE,NIFTY26JUN23000CE,0.0,0.0,0.0,2645.65,0.0,2645.65,23031.4,2589.0,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,71553,,NIFTY,,2027-06-24,2027-06-24,21000.0,CE,NIFTY27JUN21000CE,0.0,0.0,0.0,3061.8,0.0,3061.8,23031.4,5257.85,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79372,,NIFTY,,2025-04-24,2025-04-24,22200.0,PE,NIFTY25APR22200PE,171.95,178.0,141.55,175.7,175.7,171.15,23031.4,175.7,43125,6000,95,159250642.5,39,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79298,,NIFTY,,2025-04-24,2025-04-24,22150.0,PE,NIFTY25APR22150PE,0.0,0.0,0.0,194.55,0.0,194.55,23031.4,139.5,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79282,,NIFTY,,2025-04-24,2025-04-24,21950.0,PE,NIFTY25APR21950PE,0.0,0.0,0.0,139.9,145.0,139.9,23031.4,104.2,225,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79261,,NIFTY,,2025-04-24,2025-04-24,21600.0,PE,NIFTY25APR21600PE,98.0,98.0,76.5,91.0,91.0,91.6,23031.4,59.5,11100,3150,54,87827546.25,34,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79254,,NIFTY,,2025-04-24,2025-04-24,21450.0,PE,NIFTY25APR21450PE,0.0,0.0,0.0,85.75,0.0,85.75,23031.4,45.9,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,53616,,NIFTY,,2027-12-30,2027-12-30,22000.0,CE,NIFTY27DEC22000CE,0.0,0.0,0.0,4499.55,0.0,4499.55,23031.4,5157.55,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,53633,,NIFTY,,2027-12-30,2027-12-30,28000.0,CE,NIFTY27DEC28000CE,0.0,0.0,0.0,2639.2,0.0,2639.2,23031.4,2007.05,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,86151,,NIFTY,,2028-06-29,2028-06-29,24000.0,CE,NIFTY28JUN24000CE,0.0,0.0,0.0,3918.85,0.0,3918.85,23031.4,4475.3,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,89640,,NIFTY,,2029-06-28,2029-06-28,29000.0,CE,NIFTY29JUN29000CE,0.0,0.0,0.0,5677.9,0.0,5677.9,23031.4,3159.0,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,61402,,NIFTY,,2029-12-27,2029-12-27,19000.0,CE,NIFTY29DEC19000CE,0.0,0.0,0.0,10714.6,0.0,10714.6,23031.4,9281.2,0,0,0,0.0,0,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51064,,NIFTY,,2025-02-13,2025-02-13,21200.0,PE,NIFTY2521321200PE,0.25,0.25,0.05,0.05,0.05,0.25,23031.4,23031.4,554250,41325,53553,85149720885.0,6283,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51140,,NIFTY,,2025-02-13,2025-02-13,22050.0,PE,NIFTY2521322050PE,0.55,0.6,0.05,0.05,0.05,0.7,23031.4,23031.4,392025,-392475,139688,231011910536.25,30155,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51144,,NIFTY,,2025-02-13,2025-02-13,22150.0,PE,NIFTY2521322150PE,0.55,0.7,0.05,0.05,0.05,0.8,23031.4,23031.4,792825,-134325,192738,320190646845.0,41497,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51150,,NIFTY,,2025-02-13,2025-02-13,22300.0,PE,NIFTY2521322300PE,0.75,0.8,0.05,0.05,0.05,1.15,23031.4,23031.4,2299125,-1167525,644951,1078702537466.25,105151,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51195,,NIFTY,,2025-02-13,2025-02-13,23100.0,PE,NIFTY2521323100PE,114.2,167.35,5.05,64.4,68.4,116.4,23031.4,23031.4,2612325,-645750,12034296,20885085587741.25,5188923,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51212,,NIFTY,,2025-02-13,2025-02-13,23400.0,PE,NIFTY2521323400PE,348.1,420.0,158.75,366.8,368.0,361.35,23031.4,23031.4,456150,-263025,244847,433905231588.75,151396,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51242,,NIFTY,,2025-02-13,2025-02-13,23750.0,PE,NIFTY2521323750PE,666.9,752.55,504.3,717.4,719.8,705.75,23031.4,23031.4,153225,-16200,1407,2572743978.75,994,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51270,,NIFTY,,2025-02-13,2025-02-13,24350.0,PE,NIFTY2521324350PE,1307.15,1326.35,1152.0,1326.35,1326.35,1299.1,23031.4,23031.4,2250,-1200,38,72970012.5,25,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51288,,NIFTY,,2025-02-13,2025-02-13,24700.0,PE,NIFTY2521324700PE,1590.0,1671.65,1486.0,1670.55,1671.0,1655.5,23031.4,23031.4,3975,-5025,121,238205448.75,52,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,51320,,NIFTY,,2025-02-13,2025-02-13,25200.0,PE,NIFTY2521325200PE,2211.0,2211.0,1981.05,2170.25,2170.75,2179.9,23031.4,23031.4,3450,-5250,106,217174143.75,63,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,79252,,NIFTY,,2025-04-24,2025-04-24,21400.0,PE,NIFTY25APR21400PE,59.0,72.55,56.95,68.25,68.2,80.85,23031.4,68.25,5775,600,17,27366551.25,10,F1,75,,,,,
2025-02-13,2025-02-13,FO,NSE,IDO,64593,,NIFTY,,2025-03-27,2025-03-27,31000.0,PE,NIFTY25MAR31000PE,7643.65,7643.65,7486.95,7642.05,7642.05,7614.45,23031.4,7642.05,25725,0,8,23145296.25,8,F1,75,,,,,
