TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2025-03-17,2025-03-17,FO,NSE,IDO,56568,,NIFTY,,2025-03-27,2025-03-27,24900.0,CE,NIFTY25MAR24900CE,1.65,1.65,1.0,1.05,1.05,1.65,22508.75,1.05,71700,-375,102,190494431.25,73,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,56892,,NIFTY,,2025-03-27,2025-03-27,25700.0,CE,NIFTY25MAR25700CE,1.25,1.5,0.9,0.95,0.95,1.5,22508.75,0.95,34650,9225,276,532011960.0,67,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,64584,,NIFTY,,2025-03-27,2025-03-27,30000.0,CE,NIFTY25MAR30000CE,0.9,0.95,0.75,0.85,0.85,1.1,22508.75,0.85,1371775,-6875,926,2083558923.75,181,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54468,,NIFTY,,2025-04-03,2025-04-03,20400.0,CE,NIFTY2540320400CE,0.0,0.0,0.0,2685.25,0.0,2685.25,22508.75,2170.45,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54476,,NIFTY,,2025-04-03,2025-04-03,20550.0,CE,NIFTY2540320550CE,0.0,0.0,0.0,2538.55,0.0,2538.55,22508.75,2020.95,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54500,,NIFTY,,2025-04-03,2025-04-03,20850.0,CE,NIFTY2540320850CE,0.0,0.0,0.0,2247.8,0.0,2247.8,22508.75,1722.25,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54514,,NIFTY,,2025-04-03,2025-04-03,20950.0,CE,NIFTY2540320950CE,0.0,0.0,0.0,2152.0,0.0,2152.0,22508.75,1622.9,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54574,,NIFTY,,2025-04-03,2025-04-03,21900.0,CE,NIFTY2540321900CE,0.0,0.0,0.0,837.05,837.05,837.05,22508.75,720.8,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54580,,NIFTY,,2025-04-03,2025-04-03,22050.0,CE,NIFTY2540322050CE,0.0,0.0,0.0,634.15,634.25,634.15,22508.75,597.45,825,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54761,,NIFTY,,2025-04-03,2025-04-03,23850.0,CE,NIFTY2540323850CE,6.05,8.15,5.1,5.4,5.1,7.55,22508.75,5.4,6675,750,65,116296383.75,27,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,54781,,NIFTY,,2025-04-03,2025-04-03,24000.0,CE,NIFTY2540324000CE,5.75,5.75,3.55,4.15,4.1,5.2,22508.75,4.15,100425,14775,967,1740906453.75,407,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43816,,NIFTY,,2025-04-09,2025-04-09,21450.0,CE,NIFTY2540921450CE,0.0,0.0,0.0,1302.9,0.0,1302.9,22508.75,1164.1,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43830,,NIFTY,,2025-04-09,2025-04-09,21800.0,CE,NIFTY2540921800CE,0.0,0.0,0.0,1013.35,0.0,1013.35,22508.75,848.95,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43842,,NIFTY,,2025-04-09,2025-04-09,22100.0,CE,NIFTY2540922100CE,673.35,673.85,673.35,673.6,673.85,790.95,22508.75,673.6,300,300,4,6832080.0,2,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43844,,NIFTY,,2025-04-09,2025-04-09,22150.0,CE,NIFTY2540922150CE,0.0,0.0,0.0,756.6,0.0,756.6,22508.75,571.7,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43854,,NIFTY,,2025-04-09,2025-04-09,22400.0,CE,NIFTY2540922400CE,450.0,518.35,427.05,453.05,450.0,374.3,22508.75,453.05,2025,975,43,73733752.5,38,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43877,,NIFTY,,2025-04-09,2025-04-09,22850.0,CE,NIFTY2540922850CE,0.0,0.0,0.0,366.75,0.0,366.75,22508.75,190.95,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43887,,NIFTY,,2025-04-09,2025-04-09,23050.0,CE,NIFTY2540923050CE,135.0,139.65,133.0,139.65,139.65,287.25,22508.75,127.95,75,75,4,6955698.75,4,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43914,,NIFTY,,2025-04-09,2025-04-09,23650.0,CE,NIFTY2540923650CE,25.7,25.7,25.7,25.7,25.7,124.15,22508.75,29.75,675,675,9,15981097.5,2,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,43918,,NIFTY,,2025-04-09,2025-04-09,23750.0,CE,NIFTY2540923750CE,19.75,19.75,12.8,15.15,15.15,27.0,22508.75,22.45,1050,-450,11,19607032.5,7,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,48078,,NIFTY,,2025-04-17,2025-04-17,21150.0,CE,NIFTY2541721150CE,0.0,0.0,0.0,1421.15,0.0,1421.15,22508.75,1488.2,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,48134,,NIFTY,,2025-04-17,2025-04-17,22200.0,CE,NIFTY2541722200CE,0.0,0.0,0.0,604.95,0.0,604.95,22508.75,599.4,0,0,0,0.0,0,F1,75,,,,,
2025-03-17,2025-03-17,FO,NSE,IDO,48174,,NIFTY,,2025-04-17,2025-04-17,22500.0,CE,NIFTY2541722500CE,491.95,499.45,411.55,452.5,453.45,437.35,22508.75,452.5,4275,4275,71,122328322.5,30,F1,75,,,,,
