TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2024-12-27,2024-12-27,FO,NSE,IDO,52687,,NIFTY,,2025-01-02,2025-01-02,26400.0,PE,NIFTY2510226400PE,0.0,0.0,0.0,2838.3,0.0,2838.3,23813.4,2557.3,0,0,0,0.0,0,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,52909,,NIFTY,,2025-01-16,2025-01-16,26400.0,PE,NIFTY2511626400PE,0.0,0.0,0.0,1724.85,0.0,1724.85,23813.4,2489.35,0,0,0,0.0,0,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,48238,,NIFTY,,2025-01-09,2025-01-09,26400.0,CE,NIFTY2510926400CE,3.0,3.0,2.05,2.2,2.15,3.05,23813.4,2.2,9450,1350,129,255441926.25,66,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,48240,,NIFTY,,2025-01-09,2025-01-09,26400.0,PE,NIFTY2510926400PE,0.0,0.0,0.0,1585.3,0.0,1585.3,23813.4,2523.2,0,0,0,0.0,0,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,57709,,NIFTY,,2025-02-27,2025-02-27,26400.0,PE,NIFTY25FEB26400PE,0.0,0.0,0.0,1420.0,1420.0,1420.0,23813.4,2315.1,150,0,0,0.0,0,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,57708,,NIFTY,,2025-02-27,2025-02-27,26400.0,CE,NIFTY25FEB26400CE,23.0,25.1,19.95,20.15,20.25,22.6,23813.4,20.15,10575,1575,148,293282167.5,70,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,46626,,NIFTY,,2025-01-30,2025-01-30,26400.0,CE,NIFTY25JAN26400CE,6.4,6.65,5.2,5.4,5.25,6.4,23813.4,5.4,143925,47000,5727,3780632313.75,1276,F1,25,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,52414,,NIFTY,,2025-01-02,2025-01-02,22400.0,PE,NIFTY2510222400PE,3.65,3.75,2.15,2.7,2.75,3.55,23813.4,2.7,1728150,1180350,125410,210714999000.0,39482,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,55615,,NIFTY,,2025-02-27,2025-02-27,22400.0,CE,NIFTY25FEB22400CE,0.0,0.0,0.0,2070.15,0.0,2070.15,23813.4,1727.2,0,0,0,0.0,0,F1,75,,,,,
2024-12-27,2024-12-27,FO,NSE,IDO,55616,,NIFTY,,2025-02-27,2025-02-27,22400.0,PE,NIFTY25FEB22400PE,101.95,101.95,75.1,83.5,82.05,100.35,23813.4,83.5,112350,8325,606,1021806877.5,288,F1,75,,,,,
