date,symbol,expiry,strike,option_type,open,high,low,close,settle_price,underlying_price,open_interest,oi_change,volume
2024-12-16,NIFTY,2024-12-26,25100.0,CE,117.0,120.3,85.1,91.5,91.5,24668.25,1059750.0,115150.0,92672.0
2024-12-16,NIFTY,2024-12-19,25100.0,PE,373.0,526.45,362.0,442.2,442.2,24668.25,97075.0,-16900.0,20496.0
2024-12-16,NIFTY,2025-06-26,18000.0,CE,0.0,0.0,0.0,5600.0,7296.25,24668.25,2250.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,26800.0,PE,0.0,0.0,0.0,2012.7,2082.25,24668.25,4900.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,26150.0,PE,0.0,0.0,0.0,1327.9,1434.5,24668.25,225.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,21800.0,CE,0.0,0.0,0.0,2848.7,3049.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,22400.0,CE,0.0,0.0,0.0,2497.8,2459.3,24668.25,300.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,25150.0,CE,365.65,369.0,332.2,344.3,344.3,24668.25,22150.0,8100.0,801.0
2024-12-16,NIFTY,2025-01-30,25150.0,PE,525.0,598.8,518.4,570.45,619.85,24668.25,10850.0,350.0,62.0
2024-12-16,NIFTY,2025-01-02,25150.0,PE,0.0,0.0,0.0,1663.45,534.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,22400.0,CE,2353.7,2353.7,2308.95,2308.95,2308.95,24668.25,675.0,25.0,2.0
2024-12-16,NIFTY,2025-02-27,25150.0,PE,0.0,0.0,0.0,1247.6,672.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,23200.0,PE,10.0,11.55,7.9,8.35,8.35,24668.25,1153750.0,-36725.0,48525.0
2024-12-16,NIFTY,2025-01-30,23200.0,PE,59.0,74.7,56.4,67.1,67.1,24668.25,339375.0,43600.0,17040.0
2024-12-16,NIFTY,2025-02-27,23200.0,CE,0.0,0.0,0.0,1460.75,1854.3,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,25350.0,CE,8.1,14.35,5.3,6.8,6.8,24668.25,2404575.0,1007200.0,1433174.0
2024-12-16,NIFTY,2025-01-16,25350.0,PE,0.0,0.0,0.0,872.0,718.1,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,24750.0,CE,599.0,608.1,531.05,558.15,558.15,24668.25,33225.0,2000.0,1293.0
2024-12-16,NIFTY,2025-02-27,24750.0,PE,0.0,0.0,0.0,425.9,476.35,24668.25,300.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,24750.0,CE,420.0,430.55,385.0,395.75,395.75,24668.25,450.0,225.0,19.0
2024-12-16,NIFTY,2025-02-27,24750.0,CE,0.0,0.0,0.0,610.2,726.45,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,21850.0,PE,2.7,2.7,2.05,2.35,2.35,24668.25,17425.0,-675.0,552.0
2024-12-16,NIFTY,2025-01-30,21850.0,PE,20.0,20.0,20.0,20.0,1.05,24668.25,2100.0,25.0,1.0
2024-12-16,NIFTY,2024-12-26,21850.0,CE,0.0,0.0,0.0,2986.1,2858.6,24668.25,150.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,21850.0,CE,0.0,0.0,0.0,2803.1,3000.4,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,21850.0,CE,0.0,0.0,0.0,1731.4,2886.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,21850.0,CE,0.0,0.0,0.0,1843.05,2830.35,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,24850.0,PE,0.0,0.0,0.0,1058.95,521.55,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,24850.0,PE,0.0,0.0,0.0,560.4,408.95,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,23450.0,PE,0.0,0.0,0.0,91.35,32.6,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,22250.0,CE,0.0,0.0,0.0,1383.0,2488.1,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,22250.0,PE,1.15,1.3,0.2,0.65,0.65,24668.25,76850.0,22500.0,12493.0
2024-12-16,NIFTY,2028-12-28,23000.0,PE,0.0,0.0,0.0,643.35,279.35,24668.25,100.0,0.0,0.0
2024-12-16,NIFTY,2025-06-26,23000.0,PE,217.95,236.9,214.45,226.4,226.4,24668.25,305300.0,11100.0,1666.0
2024-12-16,NIFTY,2025-09-25,23000.0,CE,0.0,0.0,0.0,5026.1,3060.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-09-25,23000.0,PE,0.0,0.0,0.0,195.15,219.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2028-06-29,23000.0,CE,0.0,0.0,0.0,4323.1,6846.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-03-27,23000.0,CE,2310.0,2358.45,2235.8,2287.15,2287.15,24668.25,163875.0,3300.0,599.0
2024-12-16,NIFTY,2025-01-09,23550.0,CE,0.0,0.0,0.0,1409.0,1249.15,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-06-26,23000.0,CE,2664.85,2778.6,2649.0,2691.35,2691.35,24668.25,30725.0,-250.0,100.0
2024-12-16,NIFTY,2025-01-16,24550.0,PE,0.0,0.0,0.0,410.6,270.8,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,24550.0,PE,231.0,231.0,231.0,231.0,238.7,24668.25,375.0,300.0,4.0
2024-12-16,NIFTY,2025-03-27,23000.0,PE,129.65,149.95,128.6,141.35,141.35,24668.25,1042150.0,41775.0,8453.0
2024-12-16,NIFTY,2025-01-02,23000.0,CE,0.0,0.0,0.0,820.65,1741.8,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,23000.0,PE,12.75,16.7,11.4,12.95,12.95,24668.25,74250.0,26100.0,1729.0
2024-12-16,NIFTY,2025-01-16,23000.0,PE,0.0,0.0,0.0,40.6,9.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,23550.0,PE,0.0,0.0,0.0,107.55,41.35,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,23550.0,CE,0.0,0.0,0.0,508.1,1205.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,22250.0,PE,0.0,0.0,0.0,21.75,3.55,24668.25,3250.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,22250.0,CE,0.0,0.0,0.0,1685.0,2606.2,24668.25,75.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,25550.0,CE,210.75,223.0,184.45,203.65,203.65,24668.25,28850.0,3275.0,919.0
2024-12-16,NIFTY,2025-01-09,25550.0,CE,80.05,80.05,80.05,80.05,90.05,24668.25,1875.0,150.0,2.0
2024-12-16,NIFTY,2025-01-30,25550.0,PE,769.05,848.25,769.05,820.0,820.0,24668.25,4400.0,700.0,45.0
2024-12-16,NIFTY,2025-02-27,25550.0,CE,0.0,0.0,0.0,348.1,370.95,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,25500.0,CE,174.05,174.05,142.0,143.85,142.3,24668.25,3000.0,3000.0,50.0
2024-12-16,NIFTY,2025-01-02,25500.0,PE,720.0,779.25,700.0,779.25,809.65,24668.25,1650.0,0.0,10.0
2024-12-16,NIFTY,2024-12-19,25500.0,PE,758.0,902.5,728.35,819.9,819.9,24668.25,105225.0,-725.0,3190.0
2024-12-16,NIFTY,2025-01-09,25650.0,PE,0.0,0.0,0.0,977.7,941.35,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,25650.0,CE,15.25,20.05,13.4,14.35,14.35,24668.25,146625.0,44275.0,25254.0
2024-12-16,NIFTY,2025-01-30,25650.0,PE,0.0,0.0,0.0,839.1,955.6,24668.25,250.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,25650.0,CE,2.0,3.2,1.15,1.85,1.85,24668.25,1532650.0,881150.0,469070.0
2024-12-16,NIFTY,2024-12-26,27150.0,PE,0.0,0.0,0.0,2311.65,2431.6,24668.25,25.0,0.0,0.0
2024-12-16,NIFTY,2025-12-24,15000.0,PE,0.0,0.0,0.0,20.05,0.05,24668.25,1475.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,27700.0,CE,2.15,2.3,1.95,2.1,2.1,24668.25,6550.0,1400.0,562.0
2024-12-16,NIFTY,2024-12-26,27700.0,PE,2861.15,2870.0,2861.15,2870.0,2980.55,24668.25,50.0,25.0,2.0
2024-12-16,NIFTY,2024-12-26,15000.0,CE,9750.0,9750.0,9675.0,9675.0,9695.95,24668.25,13975.0,-375.0,15.0
2024-12-16,NIFTY,2024-12-26,27100.0,CE,2.5,2.7,2.0,2.2,2.2,24668.25,27950.0,2750.0,872.0
2024-12-16,NIFTY,2024-12-26,15000.0,PE,0.3,0.8,0.3,0.6,0.6,24668.25,92675.0,-150.0,516.0
2024-12-16,NIFTY,2027-12-30,15000.0,PE,0.0,0.0,0.0,37.4,1.7,24668.25,350.0,0.0,0.0
2024-12-16,NIFTY,2025-06-26,15000.0,PE,0.0,0.0,0.0,19.95,0.05,24668.25,2100.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,24200.0,CE,756.55,756.55,680.0,696.15,696.15,24668.25,1725.0,-450.0,26.0
2024-12-16,NIFTY,2025-01-09,24200.0,CE,0.0,0.0,0.0,903.8,700.65,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,24200.0,CE,660.65,689.1,560.0,606.75,606.75,24668.25,598700.0,-14125.0,7283.0
2024-12-16,NIFTY,2024-12-26,24200.0,PE,52.55,97.15,52.55,71.05,71.05,24668.25,1798625.0,199725.0,129906.0
2024-12-16,NIFTY,2025-02-27,22850.0,PE,0.0,0.0,0.0,238.95,43.15,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,24950.0,CE,72.0,88.95,50.65,56.75,56.75,24668.25,1810650.0,931825.0,1682791.0
2024-12-16,NIFTY,2025-09-25,20000.0,PE,0.0,0.0,0.0,22.8,12.7,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2028-12-28,20000.0,CE,0.0,0.0,0.0,8115.5,9517.5,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2026-06-25,20000.0,PE,0.0,0.0,0.0,3159.75,42.05,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,25250.0,PE,0.0,0.0,0.0,1314.0,728.4,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,26150.0,CE,0.0,0.0,0.0,111.4,22.9,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,26150.0,PE,1398.7,1504.35,1398.7,1500.0,1467.25,24668.25,125.0,125.0,11.0
2024-12-16,NIFTY,2024-12-26,22850.0,CE,0.0,0.0,0.0,1986.2,1860.5,24668.25,175.0,0.0,0.0
2024-12-16,NIFTY,2027-12-30,20000.0,CE,0.0,0.0,0.0,5333.85,8451.55,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,24950.0,CE,335.5,335.5,286.5,293.95,264.15,24668.25,225.0,225.0,7.0
2024-12-16,NIFTY,2024-12-26,20000.0,CE,4770.0,4799.0,4660.75,4733.35,4733.35,24668.25,297100.0,-1575.0,1433.0
2024-12-16,NIFTY,2029-06-28,20000.0,CE,0.0,0.0,0.0,10410.0,10021.6,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,24950.0,PE,0.0,0.0,0.0,469.15,569.4,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,24950.0,PE,434.95,507.65,428.05,468.35,468.35,24668.25,14350.0,5225.0,448.0
2024-12-16,NIFTY,2025-01-16,24650.0,PE,0.0,0.0,0.0,457.35,312.8,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,24650.0,PE,313.4,380.0,307.1,343.05,343.05,24668.25,45225.0,2925.0,1432.0
2024-12-16,NIFTY,2025-01-16,24650.0,CE,0.0,0.0,0.0,527.8,472.0,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,24650.0,CE,430.45,471.75,430.45,458.7,458.7,24668.25,2100.0,750.0,98.0
2024-12-16,NIFTY,2025-02-27,22950.0,CE,0.0,0.0,0.0,1640.5,2076.8,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,22950.0,CE,0.0,0.0,0.0,1501.95,1760.7,24668.25,9425.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,26900.0,CE,2.6,2.6,1.75,1.95,1.95,24668.25,423100.0,-875.0,22724.0
2024-12-16,NIFTY,2025-01-30,23450.0,CE,0.0,0.0,0.0,1239.1,1471.45,24668.25,700.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,25750.0,CE,11.5,14.5,9.7,10.55,10.55,24668.25,160950.0,-22125.0,22050.0
2024-12-16,NIFTY,2024-12-26,25750.0,PE,0.0,0.0,0.0,923.05,1041.6,24668.25,950.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,25750.0,CE,35.6,39.5,32.8,33.1,33.1,24668.25,10575.0,3150.0,153.0
2024-12-16,NIFTY,2025-01-09,24100.0,PE,120.0,120.0,120.0,120.0,120.0,24668.25,225.0,150.0,2.0
2024-12-16,NIFTY,2025-02-27,24100.0,PE,243.25,281.45,243.25,274.9,244.35,24668.25,3825.0,150.0,26.0
2024-12-16,NIFTY,2024-12-26,24100.0,CE,757.85,774.5,642.35,692.05,692.05,24668.25,524300.0,-2100.0,2744.0
2024-12-16,NIFTY,2025-01-02,24100.0,CE,840.0,840.0,762.55,768.45,768.45,24668.25,4275.0,2775.0,57.0
2024-12-16,NIFTY,2024-12-26,22200.0,CE,0.0,0.0,0.0,2575.0,2509.25,24668.25,600.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,26750.0,CE,3.15,3.15,2.1,2.25,2.25,24668.25,21525.0,4475.0,915.0
2024-12-16,NIFTY,2024-12-26,21600.0,PE,3.0,3.0,1.9,1.95,1.95,24668.25,695600.0,291900.0,32358.0
2024-12-16,NIFTY,2025-01-30,21600.0,CE,0.0,0.0,0.0,3300.0,3247.7,24668.25,100.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,22750.0,CE,0.0,0.0,0.0,2085.5,1960.3,24668.25,200.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,22200.0,PE,0.0,0.0,0.0,59.15,13.2,24668.25,13875.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,26250.0,CE,62.85,68.9,58.0,60.9,60.9,24668.25,205125.0,-1900.0,6683.0
2024-12-16,NIFTY,2024-12-26,25950.0,PE,0.0,0.0,0.0,1133.35,1236.75,24668.25,400.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,25950.0,CE,0.0,0.0,0.0,146.45,37.4,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,25950.0,PE,0.0,0.0,0.0,1823.6,1184.95,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,25950.0,PE,0.0,0.0,0.0,1127.65,1189.25,24668.25,125.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,23350.0,PE,10.0,15.5,10.0,11.15,11.15,24668.25,112825.0,-12150.0,10229.0
2024-12-16,NIFTY,2024-12-26,23350.0,CE,1454.6,1454.6,1385.65,1393.15,1393.15,24668.25,7100.0,-125.0,14.0
2024-12-16,NIFTY,2025-01-16,23350.0,CE,0.0,0.0,0.0,1438.45,1477.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,23350.0,PE,71.85,89.35,69.85,79.7,79.7,24668.25,20925.0,13275.0,1568.0
2024-12-16,NIFTY,2025-01-16,23350.0,PE,0.0,0.0,0.0,77.1,25.45,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,24200.0,CE,971.05,993.0,891.0,925.0,925.0,24668.25,84550.0,-875.0,523.0
2024-12-16,NIFTY,2024-12-26,27400.0,CE,2.5,2.5,1.9,2.05,2.05,24668.25,7650.0,1950.0,313.0
2024-12-16,NIFTY,2025-01-16,22850.0,CE,0.0,0.0,0.0,1887.95,1955.15,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,22850.0,CE,0.0,0.0,0.0,975.3,1830.9,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,22850.0,PE,0.0,0.0,0.0,30.1,6.3,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,24700.0,CE,199.0,202.95,131.9,148.9,148.9,24668.25,7035425.0,3347050.0,6933694.0
2024-12-16,NIFTY,2025-01-30,24700.0,PE,328.2,404.3,321.8,363.75,363.75,24668.25,311150.0,57225.0,16502.0
2024-12-16,NIFTY,2025-01-02,24700.0,CE,302.3,401.0,302.25,349.55,349.55,24668.25,75750.0,40950.0,3461.0
2024-12-16,NIFTY,2025-01-30,23050.0,PE,48.4,62.35,48.4,56.55,56.55,24668.25,8900.0,-275.0,380.0
2024-12-16,NIFTY,2025-02-27,23050.0,CE,0.0,0.0,0.0,1568.25,1986.9,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,23050.0,CE,0.0,0.0,0.0,1704.0,1761.4,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,26350.0,CE,4.75,4.75,3.05,3.35,3.35,24668.25,85175.0,5525.0,6166.0
2024-12-16,NIFTY,2025-02-27,26350.0,CE,146.45,146.45,119.0,119.0,163.9,24668.25,75.0,0.0,2.0
2024-12-16,NIFTY,2025-01-02,24650.0,PE,226.0,277.85,204.75,239.55,239.55,24668.25,12075.0,1575.0,408.0
2024-12-16,NIFTY,2025-01-30,24650.0,CE,643.95,674.0,589.8,613.7,613.7,24668.25,43200.0,2725.0,798.0
2024-12-16,NIFTY,2025-01-09,24650.0,PE,0.0,0.0,0.0,391.1,281.0,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,24650.0,PE,409.9,436.7,409.9,414.45,414.45,24668.25,675.0,225.0,11.0
2024-12-16,NIFTY,2025-02-27,24650.0,CE,818.95,849.4,818.95,836.0,782.5,24668.25,2625.0,1875.0,34.0
2024-12-16,NIFTY,2025-01-02,24950.0,CE,240.35,262.5,214.1,221.85,221.85,24668.25,7425.0,2775.0,123.0
2024-12-16,NIFTY,2024-12-26,24950.0,CE,165.25,177.65,128.4,139.75,139.75,24668.25,281925.0,46050.0,26125.0
2024-12-16,NIFTY,2025-03-27,20000.0,CE,5100.0,5114.95,5001.9,5044.7,5044.7,24668.25,185725.0,23925.0,1567.0
2024-12-16,NIFTY,2025-01-02,23450.0,CE,0.0,0.0,0.0,558.1,1300.9,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,23450.0,CE,0.0,0.0,0.0,1292.4,1640.3,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,23450.0,CE,1288.05,1288.05,1171.1,1229.45,1229.45,24668.25,1550.0,175.0,36.0
2024-12-16,NIFTY,2024-12-19,25750.0,CE,1.8,2.25,1.3,1.55,1.55,24668.25,1103175.0,320800.0,358156.0
2024-12-16,NIFTY,2025-02-27,25750.0,PE,0.0,0.0,0.0,1671.55,1043.1,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,25750.0,CE,0.0,0.0,0.0,140.0,59.0,24668.25,75.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,22200.0,CE,0.0,0.0,0.0,1425.05,2537.95,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,22750.0,CE,0.0,0.0,0.0,1254.6,2119.95,24668.25,100.0,0.0,0.0
2024-12-16,NIFTY,2028-06-29,26000.0,PE,0.0,0.0,0.0,2370.3,772.65,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,26000.0,PE,1248.55,1394.9,1241.0,1313.35,1313.35,24668.25,103550.0,-7025.0,984.0
2024-12-16,NIFTY,2025-06-26,26000.0,PE,1102.5,1142.05,1048.45,1103.45,1103.45,24668.25,77025.0,1950.0,358.0
2024-12-16,NIFTY,2025-01-02,24200.0,PE,95.0,132.65,88.4,109.05,109.05,24668.25,47700.0,23400.0,1164.0
2024-12-16,NIFTY,2025-09-25,30000.0,CE,0.0,0.0,0.0,1042.7,176.45,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2026-06-25,30000.0,PE,0.0,0.0,0.0,5541.2,3181.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,30000.0,CE,1.8,1.8,0.5,1.6,1.6,24668.25,1561550.0,130425.0,14798.0
2024-12-16,NIFTY,2028-06-29,30000.0,CE,0.0,0.0,0.0,2278.45,3002.15,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-06-26,30000.0,CE,0.0,0.0,0.0,264.15,56.75,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,23300.0,PE,2.2,2.3,1.05,1.3,1.3,24668.25,1569225.0,-142225.0,451332.0
2024-12-16,NIFTY,2025-01-16,23300.0,CE,0.0,0.0,0.0,1481.7,1523.85,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,23300.0,PE,129.0,139.0,127.5,131.15,131.15,24668.25,52050.0,7125.0,239.0
2024-12-16,NIFTY,2029-06-28,30000.0,CE,0.0,0.0,0.0,5268.4,4162.25,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2028-12-28,30000.0,PE,0.0,0.0,0.0,2352.75,1761.0,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,23300.0,CE,1518.8,1518.8,1405.0,1431.0,1431.0,24668.25,31375.0,-925.0,129.0
2024-12-16,NIFTY,2025-06-26,30000.0,PE,0.0,0.0,0.0,6809.4,4341.95,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2026-06-25,30000.0,CE,0.0,0.0,0.0,788.0,781.45,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-12-24,30000.0,CE,220.05,245.0,200.0,232.85,232.85,24668.25,29025.0,525.0,139.0
2024-12-16,NIFTY,2025-09-25,30000.0,PE,0.0,0.0,0.0,2720.25,3978.5,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-12-24,30000.0,PE,0.0,0.0,0.0,3700.0,3676.6,24668.25,250.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,22850.0,PE,7.75,7.75,5.05,5.25,5.25,24668.25,44950.0,2375.0,2593.0
2024-12-16,NIFTY,2025-01-02,26300.0,CE,10.05,13.85,8.2,8.55,8.55,24668.25,27825.0,20025.0,521.0
2024-12-16,NIFTY,2025-02-27,24700.0,PE,427.8,475.8,407.9,443.65,443.65,24668.25,7575.0,-1275.0,87.0
2024-12-16,NIFTY,2025-02-27,22750.0,PE,0.0,0.0,0.0,217.05,36.45,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-19,23950.0,CE,798.95,839.55,684.25,736.45,736.45,24668.25,19400.0,-3600.0,679.0
2024-12-16,NIFTY,2025-01-30,23950.0,CE,1113.15,1132.95,1093.55,1132.95,1056.0,24668.25,5650.0,-25.0,3.0
2024-12-16,NIFTY,2025-01-16,25350.0,CE,0.0,0.0,0.0,247.3,181.25,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,26150.0,CE,14.95,14.95,10.25,12.65,12.65,24668.25,10875.0,6150.0,179.0
2024-12-16,NIFTY,2024-12-19,25150.0,CE,29.0,38.85,18.2,21.3,21.3,24668.25,2374500.0,1527750.0,1542089.0
2024-12-16,NIFTY,2024-12-19,25150.0,PE,414.95,572.05,409.3,492.15,492.15,24668.25,21700.0,6600.0,3287.0
2024-12-16,NIFTY,2024-12-26,25150.0,PE,439.95,556.05,419.9,497.6,497.6,24668.25,11900.0,-1600.0,833.0
2024-12-16,NIFTY,2025-02-27,22400.0,CE,0.0,0.0,0.0,2070.15,2588.05,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,25150.0,CE,0.0,0.0,0.0,465.35,528.3,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,25150.0,PE,0.0,0.0,0.0,647.0,560.75,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-02,22400.0,CE,0.0,0.0,0.0,1259.85,2338.6,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,27200.0,CE,3.45,3.45,1.9,2.05,2.05,24668.25,23950.0,-35675.0,4246.0
2024-12-16,NIFTY,2024-12-26,27200.0,PE,2454.9,2454.9,2454.9,2454.9,2481.5,24668.25,550.0,-50.0,2.0
2024-12-16,NIFTY,2025-01-30,23100.0,CE,0.0,0.0,0.0,1928.95,1788.8,24668.25,225.0,0.0,0.0
2024-12-16,NIFTY,2025-01-16,23100.0,CE,0.0,0.0,0.0,1658.8,1713.4,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,24050.0,CE,0.0,0.0,0.0,936.55,1171.5,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,24050.0,CE,782.05,822.0,694.6,726.15,726.15,24668.25,54050.0,-1125.0,400.0
2024-12-16,NIFTY,2024-12-19,24050.0,PE,12.0,26.75,8.9,11.85,11.85,24668.25,1564400.0,169625.0,1308065.0
2024-12-16,NIFTY,2025-01-02,24050.0,PE,68.45,99.8,68.45,83.75,83.75,24668.25,2625.0,0.0,81.0
2024-12-16,NIFTY,2025-01-16,24050.0,PE,0.0,0.0,0.0,223.6,117.65,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2024-12-26,24050.0,PE,42.15,70.0,41.75,51.8,51.8,24668.25,128075.0,-20375.0,23358.0
2024-12-16,NIFTY,2025-01-09,24050.0,CE,0.0,0.0,0.0,1012.2,816.15,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-02-27,24050.0,PE,0.0,0.0,0.0,237.0,230.75,24668.25,2325.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,24050.0,PE,163.0,197.2,155.1,178.95,178.95,24668.25,29275.0,-2075.0,552.0
2024-12-16,NIFTY,2025-01-02,24600.0,PE,181.95,260.95,180.95,214.75,214.75,24668.25,58800.0,4575.0,2726.0
2024-12-16,NIFTY,2025-02-27,24600.0,PE,388.85,431.95,380.0,408.9,408.9,24668.25,13725.0,75.0,42.0
2024-12-16,NIFTY,2025-02-27,24600.0,CE,880.0,919.8,839.9,864.25,864.25,24668.25,5100.0,2250.0,131.0
2024-12-16,NIFTY,2025-01-16,24600.0,CE,0.0,0.0,0.0,553.65,500.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2028-06-29,24000.0,PE,0.0,0.0,0.0,1692.75,418.15,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2029-06-28,22000.0,CE,0.0,0.0,0.0,9207.9,8653.2,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-09,24000.0,PE,79.0,122.95,79.0,103.8,103.8,24668.25,14925.0,-9075.0,391.0
2024-12-16,NIFTY,2024-12-19,22000.0,CE,0.0,0.0,0.0,2580.0,2680.45,24668.25,675.0,0.0,0.0
2024-12-16,NIFTY,2028-12-28,22000.0,CE,0.0,0.0,0.0,6932.45,8106.25,24668.25,0.0,0.0,0.0
2024-12-16,NIFTY,2025-01-30,22000.0,PE,17.55,21.0,17.25,18.85,18.85,24668.25,1063250.0,38775.0,13690.0
